,Banyo Sayısı,Bina Yaşı,Brüt Metrekare,Cinsi,Dairenin Katı,Depozito,Eşya Durumu,Isıtma,Kat Sayısı,Kategori,Kullanım Durumu,Net Metrekare,Oda Sayısı,Salon Metrekare,Site İçerisinde,Takas,Türü,WC Sayısı,Yapı Durumu,Yapı Tipi,İlan Numarası,İlan Tarihi,district,county,Title,price
35452,1,11-20,150m,,4. Kat,1400 TRY,-,Klimalı,4,Kiralık,Boş,150m,3+1,-,Hayır,Yok,Daire,2,İkinci El,Betonarme,6854007,01.02.2019,Güller Pınarı Mahallesi',Alanya,Kiralık eşyalı 3+1 güller pnarı mahlle asansörlü aylık 1400 tl,1.400 TL
35453,-,-,240m,,-,-,-,-,4,Kiralık,-,220m,-,-,Hayır,-,Daire,-,-,-,6849993,01.02.2019,Uluç Mahallesi',Konyaaltı,Konyaaltı uluçda hvz  güv  sitede kiralık ara kat 4+1 daire,4.300 TL
35454,1,11-20,75m,,Kot 2,-,Eşyalı,Klimalı,4,Kiralık,Boş,60m,1+1,-,Hayır,Yok,Daire,1,-,-,6850456,01.02.2019,Güller Pınarı Mahallesi',Alanya,Alanya merkez de makro market yanı 1+1 kiralık daire,1.250 TL
35455,2,5-10,220m,,Kot 3,-,-,Klimalı,3,Kiralık,Boş,180m,4+1,-,Hayır,Yok,Daire,-,-,-,6850620,01.02.2019,Tophane Mahallesi',Alanya,Alanya kale de manzaralı luks eşyalı 4+1 kiralık dubleks daire,2.000 TL
35456,-,-,160m,,-,1300 TRY,-,-,4,Kiralık,-,140m,-,-,Hayır,-,Daire,-,-,-,6852108,02.02.2019,Yenigün Mahallesi',Muratpaşa,Emlak beydağından kiralık daire yenigün  3+1-140m2,1.300 TL
35457,-,-,130m,,-,900 TRY,-,-,6,Kiralık,-,120m,-,-,Hayır,-,Daire,-,-,-,6852160,02.02.2019,Sedir Mahallesi',Muratpaşa,Emlak beydağından kiralık daire sedir mhl3+1-130m2,900 TL
35458,1,11-20,70m,,Kot 3,-,Eşyalı,Klimalı,4,Kiralık,Boş,60m,1+1,-,Hayır,Yok,Daire,1,-,-,6850475,01.02.2019,Oba Mahallesi',Alanya,Oba göl de denize yakın kiralık eşyalı 1+1 daire,1.250 TL
35459,-,-,140m,,-,1200 TRY,-,-,9,Kiralık,-,130m,-,-,Hayır,-,Daire,-,-,-,6849226,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Antalya güzelobada deniz ve orman manzaralı 3+1 kiralık daire,1.200 TL
35460,1,5-10,85m,,Yüksek giriş,1500 TRY,-,Klimalı,2,Kiralık,Boş,75m,1+1,20 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6851387,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Güzeloba site içinde kiralık 1+1 daire,1.100 TL
35461,1,20 ve üzeri,140m,,3. Kat,1000 TRY,-,Klimalı,4,Kiralık,Boş,135m,3+1,1 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6850125,01.02.2019,Bahçelievler Mahallesi',Muratpaşa,Varlıkta kiralık daire3+1 1000tl,1.000 TL
35462,1,20 ve üzeri,70m,,2. Kat,-,-,Klimalı,5,Kiralık,Boş,70m,1+1,-,Hayır,Yok,Daire,1,Sıfır,Betonarme,6592329,02.02.2019,Güller Pınarı Mahallesi',Alanya,Alanya merkez de kiralık 1+1 full eşyalı denize 50 mt mesafe,1.000 TL
35463,-,-,140m,,-,975 TRY,-,-,5,Kiralık,-,130m,-,-,Hayır,-,Daire,-,-,-,6850149,01.02.2019,Hurma Mahallesi',Konyaaltı,Life gayrımekulden 3+1 daire,975 TL
35464,-,-,60m,,-,1500 TRY,-,-,8,Kiralık,-,55m,-,-,Hayır,-,Daire,-,-,-,6847284,01.02.2019,Güzeloba Mahallesi',Muratpaşa,Güzeloba yeni turizm yolu rezidans ta eşyalı lüx 1+1,1.300 TL
35465,1,11-20,130m,,2. Kat,850 TRY,-,Isıtma yok,4,Kiralık,Boş,125m,3+1,-,Hayır,-,Daire,-,-,-,6848851,01.02.2019,Altındağ Mahallesi',Muratpaşa,Altın dağ mah kiralık daire 3+1 850tl,850 TL
35466,1,4,120m,,2. Kat,-,-,Klimalı,4,Kiralık,Boş,100m,2+1,-,Hayır,-,Daire,2,İkinci El,Betonarme,6848784,01.02.2019,Kiremitli Mahallesi',Korkuteli,Korkutelin de     2+1    geniş kiralık daire,800 TL
35467,-,-,45m,,-,1200 TRY,-,-,3,Kiralık,-,40m,-,-,Hayır,-,Daire,-,-,-,6846854,01.02.2019,Toros Mahallesi',Konyaaltı,Antalya konyaaltı toros mahallesinde eşyalı kiralık 1 + 1 daire,1.200 TL
35468,-,-,50m,,-,900 TRY,-,-,4,Kiralık,-,40m,-,-,Hayır,-,Daire,-,-,-,6847653,01.02.2019,Hurma Mahallesi',Konyaaltı,Life gayrimenkulden 1+1 eşyalı  havuz bası aıdat dahıl daire,900 TL
35469,-,-,55m,,-,-,-,-,4,Kiralık,-,55m,-,-,Hayır,-,Daire,-,-,-,6640626,01.02.2019,Toros Mahallesi',Konyaaltı,Antalya konyaaltı toros mahallesinde eşyalı kiralık 1+1 daire,1.300 TL
35470,1,4,100m,,2. Kat,2250 TRY,-,Klimalı,4,Kiralık,Boş,96m,2+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6844493,01.02.2019,Arapsuyu Mahallesi',Konyaaltı,Konyaaltı arapsuyunda 2+1 full eşyalı kiralık daire,2.250 TL
35471,-,-,190m,,-,2100 TRY,-,-,9,Kiralık,-,190m,-,-,Hayır,-,Daire,-,-,-,6083447,02.02.2019,Tosmur Mahallesi',Alanya,Deniz manzaralı elit binada yaşamak istermisiniz,2.100 TL
35472,-,-,65m,,-,1400 TRY,-,-,4,Kiralık,-,60m,-,-,Hayır,-,Daire,-,-,-,6844326,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı limanda havuzlu 1+1 eşyalı kiralık daire,1.400 TL
35473,-,-,100m,,-,-,-,-,4,Kiralık,-,100m,-,-,Hayır,-,Daire,-,-,-,6842978,01.02.2019,Çankaya Mahallesi',Kepez,Mazıdağı nda manzaralı yüzme havuzlu sitede,700 TL
35474,-,-,145m,,-,-,-,-,8,Kiralık,-,130m,-,-,Hayır,-,Daire,-,-,-,6845467,01.02.2019,Uncalı Mahallesi',Konyaaltı,Antalya konyaaltı uncalı mahallesi kiralık 3 + 1 daire,2.000 TL
35475,-,-,100m,,-,-,-,-,4,Kiralık,-,100m,-,-,Hayır,-,Daire,-,-,-,6842983,01.02.2019,Kuzeyyaka Mahallesi',Kepez,Karşıyaka mah de 2+1 sıfır daireler,750 TL
35476,-,-,100m,,-,-,-,-,3,Kiralık,-,90m,-,-,Hayır,-,Daire,-,-,-,6797701,01.02.2019,Gürsu Mahallesi',Konyaaltı,Konyaaltı gürsuda deniz manzaralı çat dublexi 180m2 5+2 daire,1.600 TL
35477,1,4,90m,,2. Kat,-,-,Klimalı,2,Kiralık,Boş,90m,2+1,-,Hayır,-,Daire,-,-,-,6842792,01.02.2019,Teomanpaşa Mahallesi',Kepez,2+1 kiralik daire,650 TL
35478,1,20 ve üzeri,140m,,2. Kat,-,-,Klimalı,2,Kiralık,Boş,140m,3+1,-,Hayır,-,Daire,-,-,-,6842795,01.02.2019,Deniz Mahallesi',Muratpaşa,Deniz mahallesinde 3+1 kiralik,1.000 TL
35479,-,-,190m,,-,2250 TRY,-,-,9,Kiralık,-,180m,-,-,Hayır,-,Daire,-,-,-,6841569,01.02.2019,Altınkum Mahallesi',Konyaaltı,Onyaaltı altunkum sitede güvenlik kaloriferli 3+1 kiralık daire,2.250 TL
35480,-,-,160m,,-,2250 TRY,-,-,8,Kiralık,-,140m,-,-,Hayır,-,Daire,-,-,-,6840463,01.02.2019,Altınkum Mahallesi',Konyaaltı,Antalya konyaaltı altınkum mahallesinde kiralık 3 + 1 daire,2.250 TL
35481,-,-,170m,,-,3500 TRY,-,-,3,Kiralık,-,160m,-,-,Hayır,-,Daire,-,-,-,6840019,01.02.2019,Molla Yusuf Mahallesi',Konyaaltı,Antalya konyaaltı mollayusuf mahallesinde kiralık 3 + 1 daire,3.500 TL
35482,-,-,110m,,-,-,-,-,7,Kiralık,-,100m,-,-,Hayır,-,Daire,-,-,-,6841723,01.02.2019,Kuşkavağı Mahallesi',Konyaaltı,Kuşkavağı mahallesinde full mobilyalı deniz manzaralı daire,2.500 TL
35483,2,20 ve üzeri,110m,,5. Kat,-,-,Güneş Enerjisi,5,Kiralık,Boş,100m,2+1,-,Hayır,-,Daire,-,-,-,6841497,31.01.2019,Oba Mahallesi',Alanya,Kale deniz manzaralı asansörlü 2+1 eşyalı daire,2.400 TL
35484,-,-,100m,,-,2400 TRY,-,-,5,Kiralık,-,95m,-,20 m,Hayır,-,Daire,-,-,-,6843419,01.02.2019,Tosmur Mahallesi',Alanya,Alanya  tosmurda  eşyalı  lüks  kiralık  2+1  daire,2.400 TL
35485,1,0 (Yeni),55m,,Yüksek giriş,-,-,Klimalı,3,Kiralık,Boş,45m,1+1,20 m,Hayır,Yok,Daire,1,Sıfır,Betonarme,6840493,02.02.2019,Kültür Mahallesi',Kepez,Prestij den antalya kültürde lüks eşyalı kiralık 2+0 daire,1.100 TL
35486,1,11-20,80m,,2. Kat,-,-,Klimalı,3,Kiralık,Boş,75m,2+1,25 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6840428,02.02.2019,Fabrikalar Mahallesi',Kepez,Prestij den antalya fabrikalar mah kiralık 2+1 daire,800 TL
35487,2,11-20,110m,,4. Kat,-,-,Güneş Enerjisi,5,Kiralık,Boş,100m,2+1,-,Hayır,-,Daire,-,-,-,6839952,31.01.2019,Oba Mahallesi',Alanya,Deniz kale manzaralı 2+1 asansörlü otoparklı daire,2.000 TL
35488,-,-,65m,,-,750 TRY,-,-,3,Kiralık,-,55m,-,-,Hayır,-,Daire,-,-,-,6839844,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Güzeloba örnekköy de site içinde eşyalı kiralık daire,750 TL
35489,-,-,75m,,-,-,-,-,3,Kiralık,-,75m,-,-,Hayır,-,Daire,-,-,-,6585929,02.02.2019,Side Mahallesi',Manavgat,Burak emlaktan kiralık daire,650 TL
35490,-,-,80m,,-,900 TRY,-,-,5,Kiralık,-,75m,-,-,Hayır,-,Daire,-,-,-,6838044,01.02.2019,Uncalı Mahallesi',Konyaaltı,1+1 kiralık daire uncalı da site içinde güvenlikli,900 TL
35491,-,-,90m,,-,1300 TRY,-,-,5,Kiralık,-,85m,-,-,Hayır,-,Daire,-,-,-,6838076,01.02.2019,Siteler Mahallesi',Konyaaltı,2+1 uncalı da kiralık daire,1.300 TL
35492,1,2,60m,,Bahçe katı,-,-,Klimalı,2,Kiralık,Boş,60m,1+1,-,Hayır,-,Daire,-,-,-,6770623,01.02.2019,Sahilkent Mahallesi',Finike,Denize sıfır elektirik su ve ısıtma dahil eşyalı daire,1.000 TL
35493,-,-,90m,,-,550 TRY,-,-,3,Kiralık,-,80m,-,25 m,Hayır,-,Daire,-,-,-,6837616,02.02.2019,Gündoğdu Mahallesi',Kepez,Antalya kepez gündoğdu mahallesi 90m2 balkonlu zemin 550tl,550 TL
35494,-,-,120m,,-,650 TRY,-,-,3,Kiralık,-,110m,-,25 m,Hayır,-,Daire,-,-,-,6837622,02.02.2019,Gündoğdu Mahallesi',Kepez,Antalya kepez gündoğdu mahallesi 3 kat 120m2 kiralık lüks 650tl,650 TL
35495,-,-,120m,,-,-,-,-,7,Kiralık,-,105m,-,25 m,Hayır,-,Daire,-,-,-,6837611,02.02.2019,Muratpaşa Mahallesi',Muratpaşa,Antalya muratpaşa şarampol arkası asansörlü 120m2 800tl,800 TL
35496,1,5-10,145m,,Yüksek giriş,500 TRY,-,Sobalı,3,Kiralık,Boş,145m,3+1,-,Hayır,-,Daire,-,-,-,6584655,01.02.2019,Hatipler Mahallesi',Manavgat,Manavgat hatiplerde 3+1 kiralık daire,500 TL
35497,1,5-10,115m,,Yüksek giriş,-,-,Klimalı,3,Kiralık,Boş,105m,2+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6837009,02.02.2019,Side Mahallesi',Manavgat,Antalya manavgat side hill sitesinde kiralık eşyalı 2+1 daire,1.550 TL
35498,-,-,65m,,-,500 TRY,-,-,5,Kiralık,-,60m,-,15 m,Hayır,-,Daire,-,-,-,6835826,01.02.2019,Şekerhane Mahallesi',Alanya,Alanya  merkezde  kiralık  eşyalı  1+1  daire,850 TL
35499,-,-,65m,,-,1400 TRY,-,-,4,Kiralık,-,60m,-,-,Hayır,-,Daire,-,-,-,6831049,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı limanda full eşyalı kiralık daire,1.400 TL
35500,1,20 ve üzeri,130m,,5. Kat,2500 TRY,-,Klimalı,7,Kiralık,Boş,120m,2+1,20 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6832862,01.02.2019,Gençlik Mahallesi',Muratpaşa,Antalyada deniz manzaralı mobilyalı daire,2.500 TL
35501,-,-,85m,,-,1500 TRY,-,-,12,Kiralık,-,73m,-,20 m,Hayır,-,Daire,-,-,-,6828848,01.02.2019,Güzeloba Mahallesi',Muratpaşa,Güzeloba mahallesi deniz manzaralı 2+1 1+1 kiralık daireler,1.500 TL
35502,-,-,60m,,-,1400 TRY,-,-,4,Kiralık,-,55m,-,-,Hayır,-,Daire,-,-,-,6830375,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı limanda havuzsaunafitnıs 1+1 eşyalı kiralık daire,1.400 TL
35503,-,-,65m,,-,1400 TRY,-,-,4,Kiralık,-,50m,-,-,Hayır,-,Daire,-,-,-,6828619,01.02.2019,Liman Mahallesi',Konyaaltı,Lifegayrimenkulden limanda sıfır dogalgazlı lükssitede 1+1 eşyalı,1.400 TL
35504,-,-,120m,,-,700 TRY,-,-,4,Kiralık,-,100m,-,30 m,Hayır,-,Daire,-,-,-,6829826,01.02.2019,Çankaya Mahallesi',Kepez,Antalya masa dağında 2+1 rezidans,700 TL
35505,-,-,65m,,-,1000 TRY,-,-,9,Kiralık,-,60m,-,-,Hayır,-,Daire,-,-,-,6828434,01.02.2019,Sarısu Mahallesi',Konyaaltı,Konyaaltı sarısu da havuzlu full eşyalı 1+1 kiralık daire,1.000 TL
35506,-,-,110m,,-,1500 TRY,-,-,4,Kiralık,-,100m,-,-,Hayır,-,Daire,-,-,-,6826285,01.02.2019,Hurma Mahallesi',Konyaaltı,Life gayrimenkulden lüks full eşyalı 2+1 daıre,1.500 TL
35507,-,-,145m,,-,1300 TRY,-,-,4,Kiralık,-,135m,-,-,Hayır,-,Daire,-,-,-,6826609,01.02.2019,Arapsuyu Mahallesi',Konyaaltı,Konyaaltı arapsuyunda 3+1 ayrı mutfaklı kiralık daire,1.300 TL
35508,1,5-10,90m,,3. Kat,-,-,Klimalı,3,Kiralık,Boş,85m,2+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6827152,01.02.2019,Karşıyaka Mahallesi',Kepez,Antalya kepez karşıyaka da kiralık daire,750 TL
35509,-,-,80m,,-,-,-,-,3,Kiralık,-,70m,-,26 m,Hayır,-,Daire,-,-,-,6824531,01.02.2019,Kanal Mahallesi',Kepez,Antalya kepez kanal mh tramvay yürüme mesafesi 1+1 kiralık daire,600 TL
35510,1,5-10,100m,,Bahçe katı,500 TRY,-,Klimalı,2,Kiralık,Boş,100m,2+1,-,Hayır,-,Daire,-,-,-,6581962,01.02.2019,Hatipler Mahallesi',Manavgat,Manavgat hatipler de kiralık 2+1 lüks daire,550 TL
35511,-,-,100m,,-,-,-,-,3,Kiralık,-,90m,-,-,Hayır,-,Daire,-,-,-,6823787,01.02.2019,Toros Mahallesi',Konyaaltı,Torosda 2+1 90m2 arakat ayrı mutfaklı otoparklı kiralık daire,1.400 TL
35512,1,5-10,125m,,Kot 3,1300 TRY,-,Doğalgaz sobalı,3,Kiralık,Boş,125m,3+1,-,Hayır,-,Daire,1,İkinci El,Betonarme,6824796,01.02.2019,Hurma Mahallesi',Konyaaltı,Kıralık  daire,1.300 TL
35513,2,1,100m,,Kot 2,3000 TRY,-,Klimalı,4,Kiralık,Boş,85m,2+1,-,Hayır,-,Daire,-,-,-,6821792,01.02.2019,Altınkum Mahallesi',Konyaaltı,Konyaaltı sahiline ve kent meydanına 100 metre,3.000 TL
35514,1,1,70m,,Kot 3,1500 TRY,-,Klimalı,4,Kiralık,Boş,55m,1+1,-,Hayır,-,Daire,-,-,-,6798860,01.02.2019,Altınkum Mahallesi',Konyaaltı,Altınkum da mobilyalı daire,1.500 TL
35515,-,-,180m,,-,-,-,-,2,Kiralık,-,180m,-,-,Hayır,-,Daire,-,-,-,6818681,02.02.2019,Altınkale Mahallesi',Döşemealtı,Döşemealtında sitede kiralık lüks 3+1 ara kat daire,2.300 TL
35516,-,-,110m,,-,1500 TRY,-,-,4,Kiralık,-,100m,-,-,Hayır,-,Daire,-,-,-,6820852,01.02.2019,Hurma Mahallesi',Konyaaltı,Life gayrimenkulden esyalı havuzlu 2+1 dubleks daire,1.500 TL
35517,-,-,140m,,-,-,-,-,8,Kiralık,-,140m,-,-,Hayır,-,Daire,-,-,-,6818728,02.02.2019,Atatürk Mahallesi',Kepez,Dokuma da site içinde ara katta 3+1 kiralık daire,750 TL
35518,-,-,140m,,-,-,-,-,3,Kiralık,-,140m,-,-,Hayır,-,Daire,-,-,-,6818733,02.02.2019,Gürsu Mahallesi',Konyaaltı,Gürsu da denize yakın bakımlı 3+1 daire,1.600 TL
35519,-,-,180m,,-,-,-,-,4,Kiralık,-,180m,-,-,Hayır,-,Daire,-,-,-,6818652,02.02.2019,Uncalı Mahallesi',Konyaaltı,Konyaaltı konaklarda kiralık 4+1 dubleks daire,3.500 TL
35520,-,-,120m,,-,-,-,-,3,Kiralık,-,120m,-,-,Hayır,-,Daire,-,-,-,6576248,02.02.2019,Side Mahallesi',Manavgat,Burak emlaktan kiralık eşyali daire,1.600 TL
35521,1,5-10,127m,,Kot 3,-,-,Sobalı,3,Kiralık,Boş,125m,2+1,-,Hayır,-,Daire,-,-,-,6819697,02.02.2019,Sarılar Mahallesi',Manavgat,Sarılar çamlık mahallesinde 2+1 daire,600 TL
35522,1,2,70m,,3. Kat,1500 TRY,-,Klimalı,6,Kiralık,Boş,70m,1+1,-,Hayır,-,Daire,-,-,-,6819218,01.02.2019,Kestel Mahallesi',Alanya,Alanya merkez kestelde 1+1 esyali kiralık daire,1.500 TL
35523,1,5-10,100m,,3. Kat,-,-,Kombi Doğalgaz,4,Kiralık,Boş,90m,2+1,-,Hayır,-,Daire,-,-,-,6816056,01.02.2019,Meydankavağı Mahallesi',Muratpaşa,Meydankavağında full eşyalı asansörlü kiralık daire,1.600 TL
35524,-,-,120m,,-,1100 TRY,-,-,7,Kiralık,-,105m,-,30 m,Hayır,-,Daire,-,-,-,6818953,02.02.2019,Çaybaşı Mahallesi',Muratpaşa,Antalya muratpaşa aliçetinkaya cad 120m2 lüks 1 100tl,1.100 TL
35525,-,-,70m,,-,1100 TRY,-,-,2,Kiralık,-,60m,-,-,Hayır,-,Daire,-,-,-,6815461,01.02.2019,Sarısu Mahallesi',Konyaaltı,Life gayrimenkulden lüks sıtede havuz bası esyalı 1+1 daire,1.100 TL
35526,1,0 (Yeni),60m,,3. Kat,-,-,Klimalı,4,Kiralık,Boş,50m,1+1,-,Hayır,-,Daire,-,-,-,6818047,01.02.2019,Toros Mahallesi',Konyaaltı,üniversiteye yakın full eşyalı kiralık 1+1,1.300 TL
35527,2,20 ve üzeri,160m,,5. Kat,1300 TRY,-,Klimalı,5,Kiralık,Mal Sahibi Oturuyor,145m,3+1,-,Hayır,-,Daire,2,İkinci El,Betonarme,6818550,01.02.2019,Güller Pınarı Mahallesi',Alanya,Alanya güllerpınarı nda kiralık 3+1 dublex daire,1.300 TL
35528,1,5-10,120m,,1. Kat,1000 TRY,-,Klimalı,3,Kiralık,Boş,100m,3+1,22 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6766179,01.02.2019,Emek Mahallesi',Kepez,Emek mah 3+1 kiralık daire,1.000 TL
35529,1,0 (Yeni),90m,,3. Kat,-,-,Klimalı,5,Kiralık,Boş,80m,2+1,-,Evet,-,Daire,-,-,-,6807947,01.02.2019,Gebizli Mahallesi',Muratpaşa,Gebizli mah  2+1 site içi kiralık daire,900 TL
35530,-,-,70m,,-,-,-,-,9,Kiralık,-,70m,-,-,Hayır,-,Daire,-,-,-,6808601,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Antalya güzelobada  2+1 kiralık daire,1.500 TL
35531,-,-,72m,,-,1600 TRY,-,-,4,Kiralık,-,50m,-,-,Hayır,-,Daire,-,-,-,6807735,01.02.2019,Tosmur Mahallesi',Alanya,Tosmur-oba sınırında kıralık1+1 daıre,1.600 TL
35532,1,11-20,160m,,10. Kat,2000 TRY,-,Klimalı,10,Kiralık,Boş,150m,3+1,35 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6809287,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Denize sıfır eşyalı kiralık daire,2.000 TL
35533,-,-,55m,,-,1100 TRY,-,-,9,Kiralık,-,55m,-,-,Hayır,-,Daire,-,-,-,6808756,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Antalya güzelobada 1+1 kiralık daire,1.100 TL
35534,-,-,120m,,-,1200 TRY,-,-,4,Kiralık,-,85m,-,25 m,Hayır,-,Daire,-,-,-,6804192,01.02.2019,Yüksekalan Mahallesi',Muratpaşa,Kale içi yakını 2+1 ful eşyalı kiralık daire,1.200 TL
35535,-,-,110m,,-,1100 TRY,-,-,2,Kiralık,-,87m,-,-,Hayır,-,Daire,-,-,-,6804583,31.01.2019,Ermenek Mahallesi',Muratpaşa,Güzelbağda  katta  2+1  kiralık  daire,1.100 TL
35536,2,11-20,155m,,4. Kat,1500 TRY,-,Klimalı,5,Kiralık,Boş,150m,4+1,35 m,Hayır,Yok,Daire,-,İkinci El,Betonarme,6805958,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Güzeloba örnekköy migros arkası kiralık geniş daire,1.500 TL
35537,-,-,100m,,-,2500 TRY,-,-,4,Kiralık,-,96m,-,-,Hayır,-,Daire,-,-,-,6802145,01.02.2019,Hurma Mahallesi',Konyaaltı,Konyaaltı hurmada lüks eşyalı 2+1 kiralık daire,2.500 TL
35538,-,-,100m,,-,2500 TRY,-,-,4,Kiralık,-,96m,-,-,Hayır,-,Daire,-,-,-,6802071,01.02.2019,Hurma Mahallesi',Konyaaltı,Konyaaltı hurmada havuzlu lüks eşyalı 2+1 kiralık residence,2.500 TL
35539,-,-,60m,,-,1300 TRY,-,-,4,Kiralık,-,50m,-,-,Hayır,-,Daire,-,-,-,6802029,01.02.2019,Hurma Mahallesi',Konyaaltı,Life gayrimenkulden bagımsız girişli 1+1 full esyalı daire,1.300 TL
35540,-,-,100m,,-,2000 TRY,-,-,3,Kiralık,-,90m,-,-,Hayır,-,Daire,-,-,-,6801343,01.02.2019,Gürsu Mahallesi',Konyaaltı,Denize yürüme mesafesinde 2+1 eşyalı kiralık daire,2.000 TL
35541,1,11-20,50m,,2. Kat,1000 TRY,-,Klimalı,5,Kiralık,Boş,40m,1+1,-,Hayır,Yok,Daire,-,İkinci El,Betonarme,6803371,31.01.2019,Saray Mahallesi',Alanya,Alanya da kiralık 1+1 apart daire,1.000 TL
35542,1,11-20,200m,,3. Kat,6000 TRY,-,Klimalı,3,Kiralık,Boş,180m,3+1,45 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6562809,02.02.2019,Şirinyalı Mahallesi',Muratpaşa,Muratpaşa şirinyalı mah de 170m2 tabela değeri yüksek iş yeri,3.800 TL
35543,2,3,110m,,4. Kat,2300 TRY,-,Klimalı,9,Kiralık,Boş,110m,2+1,-,Hayır,-,Daire,-,-,-,6800496,01.02.2019,Cikcilli Mahallesi',Alanya,Kiralık 2+1 ful eşyalı rezidans daire,2.300 TL
35544,-,-,100m,,-,1600 TRY,-,-,4,Kiralık,-,96m,-,-,Hayır,-,Daire,-,-,-,6797422,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı limanda site içi havuzlu 2+1 full eşyalı kiralık daire,1.600 TL
35545,-,-,100m,,-,1600 TRY,-,-,4,Kiralık,-,96m,-,-,Hayır,-,Daire,-,-,-,6797312,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı limanda havuzlu 2+1 full eşyalı kiralık daire,1.600 TL
35546,1,5-10,120m,,5. Kat,3000 TRY,-,Klimalı,8,Kiralık,Boş,110m,2+1,35 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6796315,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Güzeloba havuzlu site arakat eşyalı kiralık lüks daire,3.000 TL
35547,-,-,65m,,-,1750 TRY,-,-,12,Kiralık,-,60m,-,-,Hayır,-,Daire,-,-,-,6796505,01.02.2019,Hurma Mahallesi',Konyaaltı,Hurmanın lüks sitesinde deniz manzaralı 1+1 esyalı kiralık daire,1.750 TL
35548,-,-,65m,,-,1400 TRY,-,-,4,Kiralık,-,45m,-,-,Hayır,-,Daire,-,-,-,6792125,01.02.2019,Pınarbaşı Mahallesi',Konyaaltı,Konyaaltı pınarbaşı nda sıfır  lüx kombılı   1+1 kıralık daıre,1.400 TL
35549,-,-,70m,,-,800 TRY,-,-,5,Kiralık,-,65m,-,30 m,Hayır,-,Daire,-,-,-,6792253,02.02.2019,Hurma Mahallesi',Konyaaltı,Antalya konyaaltı hurmada kıralık 1+1 sıfır daıreler,800 TL
35550,1,11-20,70m,,Yarı bodrum,-,-,Klimalı,3,Kiralık,Boş,70m,1+1,-,Hayır,-,Daire,-,-,-,6793592,02.02.2019,Side Mahallesi',Manavgat,Huzur emlaktan sıdede 1+1 yarı bodrum eşyalı daıre,650 TL
35551,-,-,150m,,-,-,-,-,2,Kiralık,-,175m,-,20 m,Hayır,-,Daire,-,-,-,6789581,01.02.2019,Erenköy Mahallesi',Kepez,Cadde üzeri erenköy mh 3+1 175m2 sıfır kiralık dublex daire,850 TL
35552,3,5-10,250m,,2. Kat,-,-,Klimalı,2,Kiralık,Boş,180m,4+1,-,Hayır,Yok,Daire,2,İkinci El,Betonarme,6791209,02.02.2019,Kadriye Mahallesi',Serik,Antalya belek kadriye de haftalık kiralık villa,3.900 TL
35553,-,-,240m,,-,-,-,-,9,Kiralık,-,230m,-,-,Hayır,-,Daire,-,-,-,6791307,01.02.2019,Yenigün Mahallesi',Muratpaşa,Sitede 5+1 çok geniş dubleks,1.250 TL
35554,1,5-10,115m,,5. Kat,-,-,Merkezi Doğalgaz,6,Kiralık,Boş,115m,2+1,-,Evet,-,Daire,-,-,-,6550551,01.02.2019,Gebizli Mahallesi',Muratpaşa,Ultra lüx sitede havuz güvenlik kapalı otopark 2+1 kiralık daire,1.500 TL
35555,-,-,140m,,-,-,-,,9,Kiralık,-,,-,-,Hayır,-,Daire,-,-,-,6789709,01.02.2019,Uncalı Mahallesi',Konyaaltı,Konyaaltı  uncalı  da  3+1  kiralık  daire,1.500 TL
35556,-,-,100m,,-,1100 TRY,-,-,5,Kiralık,-,95m,-,30 m,Hayır,-,Daire,-,-,-,6791148,02.02.2019,Hurma Mahallesi',Konyaaltı,Konyaaltı hurma da 2+1 bos sıfır kıralık daıreler,1.100 TL
35557,-,-,100m,,-,1500 TRY,-,-,4,Kiralık,-,100m,-,-,Hayır,-,Daire,-,-,-,6766993,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı limanda havuzlu 2+1 full eşyalı kiralık daire,1.500 TL
